commit_id,time_stamp,ns,nd,nf,entropy,la,ld,is_fix,ndev,age,lt,nuc,exp,rexp,sexp,contains_bug,htmlcss,strict,bdom,so,tc
c1833663cfac5a17a19c5616bf10600142994967,1558769992,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,6,5.89,0.0,False,0.0,0.0,0.0,0.0,0.0
59a885ea903d125c0590f9f88c87ce41faa69f4a,1558769968,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5513,2105.19,1054.0,False,0.0,0.0,0.0,0.0,0.0
544d3e16fd2b11fcab34439ac2d6a598296e0875,1558703985,2,5,5,0.473879,32,9,0,3.0,0.1,78.0,15.8,5512,2106.33,1070.0,False,0.0,0.0,0.0,0.0,0.0
7b8cbe75c886c5819ac98c7414dd74451f8231e4,1558702898,1,1,1,0.0,2,0,1,2.0,0.1,177.0,58.0,5511,2105.36,1886.0,False,0.0,0.0,0.0,0.0,0.0
690306da70074f3dad56f70f0f04cd5d40959cca,1558702842,1,1,1,0.0,1,1,1,1.0,0.02,6.0,1.0,5510,2104.36,252.0,False,0.0,0.0,0.0,0.0,0.0
594a7a797fbfb87944fc97b2459af7e0f2aa252d,1558701024,1,1,1,0.0,3,1,1,1.0,0.08,1164.0,28.0,5509,2103.42,1885.0,False,0.0,0.0,0.0,0.0,0.0
bcb2c1d258139107a6940343434f3f097d436ecc,1558700781,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,5508,2102.43,1199.0,False,0.0,0.0,0.0,0.0,0.0
d052eeadf0e150ba2960f40e657558ba3a199649,1558700684,1,2,9,0.464787,59,1,0,1.0,0.01,1.0,1.0,5507,2101.43,251.0,False,0.0,0.0,0.0,0.0,0.0
a83f3dfb22fbfe27241c2fc72e203af279523493,1558698889,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5506,2100.49,250.0,False,0.0,0.0,0.0,0.0,0.0
c5b37f147b0a9aeb073eaf63b1dbf3bf83219402,1558693843,3,25,54,0.44084700000000004,707,170,0,11.0,217.73,74.0,9.26,5505,2099.65,1110.33,True,0.0,0.0,0.0,0.0,0.0
970cbe73ae7c3f3de7cca909f3ce14c7f6f19f54,1558637026,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5504,2100.49,8.0,False,0.0,0.0,0.0,0.0,0.0
0037e7355a147cf0fe8df9c56f1b9515b1a87f88,1558596732,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5503,2100.78,1053.0,False,0.0,0.0,0.0,0.0,0.0
fae45987236efb1190c25c37248787793c801263,1558595886,1,1,3,0.21588800000000002,30,2,0,1.0,0.55,4.0,0.33,5502,2099.81,248.0,False,0.0,0.0,0.0,0.0,0.0
ae308f6f38a6c93dd318e0e5281ba28ee77a2545,1558589860,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5501,2099.01,0.0,False,0.0,0.0,0.0,0.0,0.0
253e4baf0140ef8a2f00753aab72edeea336dd74,1558577816,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,104,86.44,104.0,False,0.0,0.0,0.0,0.0,0.0
ad5a6d105bc505d426b2fc20b55414474c9d483a,1558567174,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5500,2098.74,0.0,False,0.0,0.0,0.0,0.0,0.0
