commit_id,time_stamp,ns,nd,nf,entropy,la,ld,is_fix,ndev,age,lt,nuc,exp,rexp,sexp,contains_bug,htmlcss,strict,bdom,so,tc
f814c9be82248d7506f8290e0174955c394cfa47,1558721086,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,307,237.18,0.0,False,0.0,0.0,0.0,0.0,0.0
2d3427a324e051f586e4ec5a032e4975beef389d,1558720626,1,1,1,0.0,15,15,0,1.0,2.18,196.0,13.0,306,236.18,16.0,False,0.0,0.0,0.0,0.0,0.0
e335bdb66b4cf9044a0f30c23b176d78d315a333,1558719739,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,305,235.19,53.0,False,0.0,0.0,0.0,0.0,0.0
9e4621cb2388077e562c68e95b3d63444e8cd51a,1558716658,1,1,1,0.0,4,0,0,2.0,0.0,575.0,134.0,304,234.21,115.0,False,0.0,0.0,0.0,0.0,0.0
18befe012e5b2e5baabed879f23bac004a602520,1558716503,1,1,1,0.0,0,1,0,2.0,1.15,576.0,133.0,303,233.21,114.0,False,0.0,0.0,0.0,0.0,0.0
c636c8dcb86f9f769e9c5cc80f3c0d834209f2f3,1558716466,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,302,232.21,0.0,False,0.0,0.0,0.0,0.0,0.0
18031ac70ac5ecea6e71d7cdfa572584f43e531c,1558711670,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,186,163.16,29.0,False,0.0,0.0,0.0,0.0,0.0
57ac1d4204b33697a0177c7ab0d855982cf977ff,1558711234,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,185,162.16,28.0,False,0.0,0.0,0.0,0.0,0.0
295b5c2a4ba8f8095424f85693f673a0c5b57473,1558709715,1,1,1,0.0,2,1,1,2.0,4.18,1339.0,81.0,184,161.17,102.0,False,0.0,0.0,0.0,0.0,0.0
9a664ddee909a3f51eb72bfdb84a558ae593743f,1558706927,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,183,160.18,0.0,False,0.0,0.0,0.0,0.0,0.0
ea1e4a64c1684aef4faf95c605fd35e7c402228a,1558706612,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,182,159.19,0.0,False,0.0,0.0,0.0,0.0,0.0
32a9b9954ba9d06d46fa71595cb3e68beb04f5c5,1558703200,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1911,708.32,0.0,False,0.0,0.0,0.0,0.0,0.0
99ea1428eae0e6badde7ef5131603085932615ed,1558702644,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1910,707.32,0.0,False,0.0,0.0,0.0,0.0,0.0
a5bad906031e3a11d56772f78f3e6e4aa13d2bb9,1558702528,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,181,158.21,0.0,False,0.0,0.0,0.0,0.0,0.0
1fcbe80d4cf231d906be3b6682e061ec6bbc51df,1558701297,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,180,157.21,27.0,False,0.0,0.0,0.0,0.0,0.0
08e523f3d7da81eba84cfe590bc6ea42f48162ea,1558698599,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,179,156.22,26.0,False,0.0,0.0,0.0,0.0,0.0
dce576c0993d5ff4ac71447e978edc08eccdaa50,1558698397,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,178,155.22,25.0,False,0.0,0.0,0.0,0.0,0.0
71bbbff3152af3af08dd451d5076a2e3dd54b783,1558695236,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,177,154.24,24.0,False,0.0,0.0,0.0,0.0,0.0
47ec16930786327a8b2ffd1ee17b0eb4182c4423,1558694453,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,176,153.24,23.0,False,0.0,0.0,0.0,0.0,0.0
fb5eb18a36cf1ea259067b7e352b5d39c1072ed0,1558693188,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,175,152.25,22.0,False,0.0,0.0,0.0,0.0,0.0
b9b5e3d4e6fbc5911f4882319c9cbcfaf5e3a2b9,1558687982,3,3,1,0.0,0,0,0,1.0,0.0,107.0,22.0,174,151.27,18.0,False,0.0,1.0,0.0,3.0,0.0
b07d063f579e49b65fe108c8e3e04c418377c7e9,1558687904,2,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,173,150.27,26.0,False,0.0,0.0,0.0,0.0,0.0
7c1e5170d8898b148554314b16a9d1a2c43eea1f,1558687548,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,172,149.27,19.0,False,0.0,0.0,0.0,0.0,0.0
119eb7f3b2321efbaa7d114f54ccbb524050b447,1558685732,2,2,1,0.0,3,2,0,1.0,0.78,52.0,13.0,171,148.28,15.5,False,0.0,0.0,0.0,0.0,0.0
392ceb4623c422ee8ad5441d1e905c6332dab6d8,1558684044,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,170,147.29,0.0,False,0.0,0.0,0.0,0.0,0.0
c675900b9b63ed99acdd40d7800f96485addfec8,1558644744,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,301,231.63,52.0,False,0.0,0.0,0.0,0.0,0.0
43eb30029fe91406f2fffd4dbfb4051b29862a11,1558627302,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,300,230.73,51.0,False,0.0,0.0,0.0,0.0,0.0
9df621eaf6a9a9ac1a0c5e73bd01c01219999ba3,1558624684,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,299,229.75,50.0,False,0.0,0.0,0.0,0.0,0.0
fc5bb754041171c6a278c570b42a8e3855c0dc89,1558622087,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,298,228.76,0.0,False,0.0,0.0,0.0,0.0,0.0
6ab06eb059e45b666c0c237f8963d9f55bc69e98,1558620472,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,297,227.77,49.0,False,0.0,0.0,0.0,0.0,0.0
8abd152d40b6de9e24202cf79d1af13feaf161f7,1558618918,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,296,226.78,0.0,False,0.0,0.0,0.0,0.0,0.0
be9729904ec67697b71fbba802ec945d90dcc2ea,1558618473,1,1,1,0.0,1,1,0,1.0,0.06,52.0,12.0,169,146.57,12.0,False,0.0,0.0,0.0,0.0,0.0
add5e3ebb5d3d9050e36bf720ab9ab1c3fd8f3d8,1558618368,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1909,707.21,0.0,False,0.0,0.0,0.0,0.0,0.0
18bc50e406cb256ee908539910b260668a97a1d4,1558618256,1,1,1,0.0,1,1,0,3.0,0.11,19.0,6.0,168,145.58,17.0,False,0.0,0.0,0.0,0.0,0.0
7f1dbbced8d7a535e0bb71ecbf9fb2b593012b19,1558617640,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,167,144.58,0.0,False,0.0,0.0,0.0,0.0,0.0
82065121ff56f034e27bc5a242167ac979d78f88,1558616910,1,1,1,0.0,2,2,0,2.0,1.77,576.0,132.0,295,225.79,113.0,False,0.0,0.0,0.0,0.0,0.0
83e319654b169508b54f405b89931bcce848611a,1558616808,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1908,706.22,0.0,False,0.0,0.0,0.0,0.0,0.0
70512327156ae652bb02b1305ce7110774f5d1fd,1558616729,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1907,705.22,0.0,False,0.0,0.0,0.0,0.0,0.0
df5cfd4e4d75c0c46072645e042fe6d7d6855b72,1558615928,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,294,224.8,0.0,False,0.0,0.0,0.0,0.0,0.0
