commit_id,time_stamp,ns,nd,nf,entropy,la,ld,is_fix,ndev,age,lt,nuc,exp,rexp,sexp,contains_bug,htmlcss,strict,bdom,so,tc
5fe97dbe19917b4c49618073ccc5632b593ec9fa,1558749328,1,1,1,0.0,8,4,0,9.0,2.11,282.0,17.0,109,86.63,14.0,False,0,0,0,3,0
393924879fbba20e43d9de76f9fb4f01c945cefa,1558730708,1,3,4,0.188721,545,34,1,1.0,1.72,758.5,1.5,1370,545.01,368.0,False,0,1,3,20,0
2b58797365ed09394762a304b8518b811a71db2f,1558650836,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,108,85.85,9.0,False,0,0,0,0,0
8af1f879299e88f9e370c1f01d90efaeefcefd27,1558646658,1,4,17,0.161081,403,383,0,85.0,7.94,870.47,48.71,380,93.72,12.0,False,0,0,0,420,30
399cd0d16c52e7087bba2a9c53b659c290f720cd,1558645748,2,2,1,0.0,3,2,0,4.0,1.88,423.0,8.0,107,84.87,46.5,False,0,0,0,0,0
025b07b61038300486b44c71f796a74cbdcd5d9f,1558615874,1,2,2,0.034409800000000004,24,13,0,3.0,0.72,1734.0,27.0,121,89.1,90.0,False,0,0,0,8,3
61f62246c8cfb76a4a19d1661eeaa5822ec37b36,1558596234,2,7,37,0.35237399999999997,326,292,0,57.0,155.28,175.35,8.89,0,0.0,0.0,False,0,24,0,62,52
b962adfc2b979e5526ee099fd43366db7abfcc47,1558571347,1,1,2,0.47756000000000004,2,5,0,21.0,5.22,160.0,42.0,120,88.21,89.0,False,0,0,0,1,0
d66c8f2d9d0ffec76afe98dea635feabd603b698,1558566734,2,2,1,0.0,8,1,0,9.0,40.11,275.0,16.0,106,84.04,10.0,False,0,0,0,2,0
5c2124fc76e59fb4fa805d9543afdd7b6866cb5e,1558563069,1,3,2,0.776515,290,5,1,1.0,1.05,19.0,0.5,1369,545.36,367.0,True,0,0,0,8,1
101901dc2d09509fa0b667196e1ac63ec17bc656,1558558243,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,105,83.06,6.0,False,0,0,0,0,0
1c0bdb710dc4d05a581b8f7b17990d1cdbe0a190,1558557213,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,104,82.06,5.0,False,0,0,0,0,0
b9ebc37c5b5b59b5eeaf897a4874cfa6df1edc75,1558555468,1,1,1,0.0,4,4,1,3.0,0.05,906.0,50.0,119,87.24,88.0,False,0,0,0,5,1
a25a793fe9d38436be7a3e87ce36ebd5d9d84921,1558551540,1,1,1,0.0,13,9,0,2.0,0.91,1035.0,37.0,118,86.25,87.0,False,0,0,0,4,0
b5dff62faf4c8fd104362f48e3651332b377f28a,1558551248,1,2,2,0.30146100000000003,147,7,1,3.0,1.03,1664.0,26.0,117,85.25,86.0,True,0,0,8,6,2
f3109ad8a7ddf7a162e7c9a050ffe6c3efb75491,1558548854,2,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,103,81.08,17.5,False,0,0,0,0,0
f50f9ba5db4fd08693ad9d592bfe6f9ab1b5cdbf,1558520671,1,1,2,0.734496,2,3,1,14.0,2.93,1453.0,24.5,5,3.24,3.0,False,0,0,0,0,0
e180f656f364cd8a0e8441cb268f99a312265b21,1558483774,1,2,2,0.78257,14,17,0,20.0,0.12,1897.5,37.5,116,84.4,85.0,False,0,0,1,0,0
7829d8cf99c20d567b3baceab8e9c2a1f60062de,1558483012,1,2,2,0.457876,105,29,1,29.0,4.77,1457.5,155.5,102,80.21,84.0,False,0,0,0,4,0
d7afe23f141baeb96f1a9ee0c7d014d7e5a388e8,1558474181,1,2,3,0.661553,9,9,0,14.0,1.65,1563.67,21.33,379,92.87,11.0,False,0,0,0,0,0
ef4ac42f8893afd0240d2679db7438f1b599bbd4,1558472625,1,10,14,0.452247,343,89,0,66.0,16.77,1117.0,41.93,115,83.43,84.0,False,0,0,7,15,0
6d4f85b611cd7bac40db44854bab06776ce30c96,1558472050,2,8,10,0.46816499999999994,215,107,0,22.0,0.77,368.2,11.3,1368,545.09,319.0,True,0,8,6,13,6
121acae09060803d2fdc23fdfd2f671a47908d1f,1558451177,1,4,8,0.478996,29,42,0,17.0,3.68,546.12,14.25,114,82.48,83.0,False,0,0,0,0,0
a398cbd5a769332f0fa24e7fa3d30c909b1d8499,1558444339,1,2,2,0.571295,56,35,0,2.0,4.8,1022.5,18.5,113,81.49,82.0,False,0,0,0,7,0
9c9ea948520de7e55368b2d1cb58ff39e2ff3c10,1558431684,1,4,4,0.762429,76,33,0,15.0,4.73,536.25,11.5,24,21.89,10.0,False,0,0,0,3,0
